0.4,-0.2,4
0.4,-0.45,4
0.425,-0.425,4
0.425,-0.4,4
0.425,-0.35,4
0.425,-0.3,4
0.425,-0.25,4
0.425,-0.2,4
0.45,-0.45,4
0.5,-0.5,4
0.55,-0.55,4
-0.05,0.05,2
-0.05,0.1,2
-0.05,0.2,2
-0.05,0.3,2
-0.05,0.4,2
-0.05,0.45,2
-0.075,0.075,2
-0.075,0.1,2
-0.075,0.2,2
-0.075,0.3,2
-0.075,0.4,2
-0.1,0.1,2
-0.1,0.2,2
-0.1,0.3,2
-0.1,0.4,2
-0.125,0.125,2
-0.125,0.2,2
-0.125,0.3,2
-0.125,0.35,2
-0.15,0.15,2
-0.15,0.2,2
-0.15,0.28,2
-0.15,0.35,2
-0.15,0.45,2
-0.175,0.175,2
-0.175,0.25,2
-0.175,0.35,2
-0.175,0.45,2
-0.2,0.2,2
-0.2,0.3,2
-0.2,0.35,2
-0.2,0.45,2
-0.2,0.4,2
-0.225,0.225,2
-0.225,0.35,2
-0.225,0.3,2
-0.225,0.35,2
-0.25,0.25,2
-0.25,0.3,2
-0.25,0.35,2
-0.25,0.4,2
-0.275,0.3,2
-0.275,0.2,2
-0.275,0.15,2
-0.275,0.35,2
-0.275,0.275,2
-0.3,0.3,2
-0.3,0.2,2
-0.3,0.1,2
-0.3,0.4,2
-0.3,0.5,2
-0.3,0.45,2
-0.3,0.35,2
-0.325,0.325,2
-0.325,0.225,2
-0.325,0.125,2
-0.325,0.425,2
-0.35,0.35,2
-0.35,0.25,2
-0.35,0.2,2
-0.375,0.375,2
-0.4,0.4,2
-0.4,0.35,2
-0.4,0.3,2
-0.4,0.25,2
-0.4,0.2,2
-0.4,0.45,2
-0.425,0.425,2
-0.425,0.4,2
-0.425,0.35,2
-0.425,0.3,2
-0.425,0.25,2
-0.425,0.2,2
-0.45,0.45,2
-0.5,0.5,2
-0.55,0.55,2
-0.05,-0.05,3
-0.05,-0.1,3
-0.05,-0.2,3
-0.05,-0.3,3
-0.05,-0.4,3
-0.05,-0.45,3
-0.075,-0.075,3
-0.075,-0.1,3
-0.075,-0.2,3
-0.075,-0.3,3
-0.075,-0.4,3
-0.1,-0.1,3
-0.1,-0.2,3
-0.1,-0.3,3
-0.1,-0.4,3
-0.125,-0.125,3
-0.125,-0.2,3
-0.125,-0.3,3
-0.125,-0.35,3
-0.15,-0.15,3
-0.15,-0.2,3
-0.15,-0.28,3
-0.15,-0.35,3
-0.15,-0.45,3
-0.175,-0.175,3
-0.175,-0.25,3
-0.175,-0.35,3
-0.175,-0.45,3
-0.2,-0.2,3
-0.2,-0.3,3
-0.2,-0.35,3
-0.2,-0.45,3
-0.2,-0.4,3
-0.225,-0.225,3
-0.225,-0.35,3
-0.225,-0.3,3
-0.225,-0.35,3
-0.25,-0.25,3
-0.25,-0.3,3
-0.25,-0.35,3
-0.25,-0.4,3
-0.275,-0.3,3
-0.275,-0.2,3
-0.275,-0.15,3
-0.275,-0.35,3
-0.275,-0.275,3
-0.3,-0.3,3
-0.3,-0.2,3
-0.3,-0.1,3
-0.3,-0.4,3
-0.3,-0.5,3
-0.3,-0.45,3
-0.3,-0.35,3
-0.325,-0.325,3
-0.325,-0.225,3
-0.325,-0.125,3
-0.325,-0.425,3
-0.35,-0.35,3
-0.35,-0.25,3
-0.35,-0.2,3
-0.375,-0.375,3
-0.4,-0.4,3
-0.4,-0.35,3
-0.4,-0.3,3
-0.4,-0.25,3
-0.4,-0.2,3
-0.4,-0.45,3
-0.425,-0.425,3
-0.425,-0.4,3
-0.425,-0.35,3
-0.425,-0.3,3
-0.425,-0.25,3
-0.425,-0.2,3
-0.45,-0.45,3
-0.5,-0.5,3
-0.55,-0.55,3
